user_id,kyc_speed_sec,account_age_days,is_high_risk_career,is_high_risk_income,career_income_risk,career_freq,is_app_user,reg_hour,reg_is_night,reg_is_weekend,reg_to_kyc1_days,twd_dep_count,twd_dep_sum,twd_dep_mean,twd_dep_std,twd_dep_max,twd_wit_count,twd_wit_std,twd_wit_max,twd_net_flow,twd_withdraw_ratio,twd_smurf_flag,twd_wit_ip_ratio,crypto_dep_count,crypto_dep_mean,crypto_dep_max,crypto_wit_count,crypto_wit_sum,crypto_wit_mean,crypto_wit_max,crypto_currency_diversity,crypto_protocol_diversity,crypto_wallet_hash_nunique,crypto_internal_count,crypto_internal_peer_count,crypto_wit_ip_ratio,trading_mean,trading_max,trading_buy_ratio,trading_market_order_ratio,swap_count,swap_sum,ip_unique_count,ip_night_ratio,ip_max_shared,fund_stay_sec,pagerank_score,connected_component_size,total_tx_count,first_to_last_tx_days,weekend_tx_ratio,dep_to_first_wit_hours,twd_to_crypto_out_ratio,tx_amount_cv,rapid_kyc_then_trade,crypto_out_in_ratio,same_day_in_out_count,tx_interval_mean,tx_interval_std,tx_interval_min,tx_interval_median,amount_p90_p10_ratio,active_days,if_score,hbos_score,lof_score,gnn_emb_0,gnn_emb_1,gnn_emb_2,gnn_emb_3,gnn_emb_4,gnn_emb_5,gnn_emb_6,gnn_emb_7,gnn_emb_8,gnn_emb_9,gnn_emb_10,gnn_emb_11,gnn_emb_12,gnn_emb_13,gnn_emb_14,gnn_emb_15
488674,-0.051807802,-0.29000732,-0.009116954,0.003968189,-0.00040087145,0.109974146,0.043947157,-0.17389613,0.0035709373,0.0039310725,7.5325624e-05,0.26958406,0.2689275,0.013198453,0.11222043,-0.010635335,0.0017545881,0.0023483206,-0.020986931,0.11036714,0.014153444,-1.8030592e-05,-0.000943159,-0.038553074,0.05449252,0.043225437,0.07749625,0.6746254,0.06246886,0.18677835,0.0014084373,0.004326367,0.010530345,-0.0015775869,-0.0024293873,-0.001830226,-0.04241634,-0.03485772,-0.067917965,-0.063066944,-0.04282084,-0.11209608,-0.013471863,0.13390459,-0.008670074,-0.01064812,-0.0015153899,-0.0005388138,0.21460854,0.036977094,0.074385695,0.0033734608,0.047540694,0.013615071,9.004904e-05,-0.0037174697,-0.0076691974,0.19993065,0.19530578,-0.017172296,-0.26812893,0.0590639,-0.007877705,0.046119805,0.046521083,0.07722402,-0.031620014,-0.025429389,-0.073150046,0.022743005,0.0064126286,0.019261802,0.008559029,0.0032231405,0.02709939,0.032111038,0.03529824,0.010521557,0.08418489,0.031085875,-0.010489707,-0.03251827
554249,-0.11085627,-0.20630766,-0.0013561156,0.0040194304,-0.0003859998,0.07379128,0.04060406,0.0612235,0.003104809,-0.019441888,0.0003146117,-0.027805412,0.011958313,0.00025124988,-0.013632574,0.006183589,0.0004135854,-0.025845837,0.31706327,0.16518857,0.07673312,-2.3643468e-05,0.007894873,-0.040673904,0.12481639,0.11300707,-0.0028634632,0.011962596,-0.028561028,0.000569854,0.004727087,0.013942502,0.11223986,-0.0008973247,-0.0016405063,0.0045180577,0.0140653225,0.027566988,0.042287078,-0.02441005,0.13348322,0.90679467,-0.0151917115,0.096706934,-0.01052495,-0.024385648,-0.0002894622,-0.0003448271,-0.032124378,0.06111385,0.11635706,-0.008531526,-0.028496848,-0.031115921,0.00011572504,0.023571279,-0.0040217414,-0.09932317,-0.056862004,0.3028701,0.18457262,-0.05511808,0.0023236335,0.039797183,-0.03162147,0.0770783,-0.008509011,-0.037213244,0.00086103426,-0.017867826,0.005636202,-0.0081900135,-0.1271665,-0.02638574,-0.04384785,0.021568991,-0.01582753,0.0018355151,0.018638365,0.024398355,-0.013367402,0.0032958905
579382,-0.20306478,-0.16442174,-0.0067558973,0.0027865265,-0.00033365336,0.058980178,0.038914315,0.09454682,0.0026985013,-0.020191986,0.00030051565,0.064772785,0.16134644,0.04628271,0.06403711,0.009946035,-0.05503798,-0.003543435,-0.008966033,-0.07967478,-0.05599299,-1.3441967e-05,0.0013781775,0.09497158,-0.05238063,-0.08193881,-0.02156845,0.28270143,0.057945713,0.08458054,0.014970096,0.0038714446,0.013666316,-0.0010927016,-0.0024517705,-0.0019717142,0.013996266,0.04848067,0.057523504,-0.027605455,0.12166915,0.53873575,-0.022117836,0.10791319,-0.00465819,0.037388824,-0.00061347784,-0.0007467773,0.10365869,-0.023368765,0.07310559,0.0130084045,0.049909625,0.0059075677,7.384244e-05,-0.022773381,0.027140956,0.078437954,-0.040070303,-0.08949212,0.27889547,-0.034285042,0.003877831,0.019297883,0.012851454,-0.06065571,-0.01046817,-0.092867404,-0.0007414672,0.01648827,0.0151562095,-0.016502807,-0.035827246,-0.03897224,-0.0681579,-0.036792915,-0.012034832,-0.005593333,-0.030207612,-0.020746233,-0.018640945,0.0023118758
602716,0.074494325,-0.040469605,-0.006510942,0.0031821022,-0.00072167465,0.0065888423,-0.1353297,-0.07300399,0.0021847459,-0.0045955647,0.0003363548,0.24509563,0.22744313,0.014990815,0.05682909,-0.0039243107,-0.006075556,-0.023216173,-0.0032652454,0.12778516,0.010483401,-3.0314512e-05,0.0008798046,0.015761994,-0.13428777,-0.09967499,0.058408357,0.4969759,-0.026978487,0.07670752,-0.00045131735,0.0064276103,0.14548893,-0.0010827291,-0.0020532722,-0.001099613,0.013027565,0.058920514,0.05966532,-0.028351309,0.11212505,0.5281925,-0.05022805,-0.17332917,-0.006273309,0.016664168,-0.000690452,-0.00066471484,0.106458224,-0.14424913,0.03259614,0.04540528,0.082979,0.0079066735,9.004904e-05,0.0048949723,0.022160713,0.09715335,-0.022851072,-0.06959326,-0.6347313,-0.048022866,0.026248239,0.059933048,0.022934629,0.03682186,-0.0054826,-0.08543821,-0.015182377,-0.010080413,0.011337169,-0.014417976,-0.016025607,-0.012556355,-0.08741773,-0.03270586,-0.011983699,0.003581789,-0.06757361,0.013084761,-0.02482935,-0.02325597
605758,-0.07486656,-0.18901399,-0.0057189213,0.005077384,-0.0010101334,-0.008919143,0.030527739,0.047440283,0.0016694781,0.03335031,0.00027990036,0.064123295,0.23313452,0.02195287,0.07288142,0.000981956,0.00145383,0.0014371203,0.08068905,0.0005971978,-0.055523913,-1.3441967e-05,-3.0434e-05,0.0055206744,-0.31174466,-0.18318915,-0.0016924044,0.35788572,0.05700129,0.15914276,-0.003200818,0.0052742143,-0.051487256,-0.0019292476,-0.0033328056,-0.0013771243,0.020366201,0.05596758,0.068498634,-0.034468293,0.13339542,0.6494086,-0.022669297,0.106705375,-0.0037472523,0.021657562,-0.00078749814,-0.0005291703,0.027421787,-0.09972708,0.026376773,-0.008921916,0.10477327,-0.050090216,8.978562e-05,-0.022636108,-0.008112837,-0.15459663,-0.16136774,-0.049753003,0.15985078,-0.04499218,0.009555331,0.04179308,-0.033011403,-0.002725907,0.0050273123,-0.0047506643,0.00019125169,0.007994857,-0.05973296,0.033526614,0.03811823,-0.015528095,0.0013863895,0.003524631,0.009328113,-0.024244497,0.0489317,-0.11800219,-0.011833251,0.009670547
610005,-0.040221166,-0.07337433,-0.004926745,-0.06709645,-0.00072363985,0.25818843,0.019197272,0.029505089,0.0038838212,0.09259201,0.00016936027,-0.030766875,-0.071762696,0.042616613,-0.025658583,0.021292275,0.0019597122,-0.0047960067,0.20520724,0.13020784,0.009333449,-2.3643468e-05,0.0016920146,0.25782382,-0.15375565,-0.17113107,-0.016342102,-0.0947339,0.008851275,-0.0276048,0.02431745,-0.14860286,0.05834838,-0.0014386956,-0.002577794,-0.001996036,0.04836785,0.044243783,0.066841125,-0.034667876,-0.03944411,-0.12835023,-0.023832683,0.080108404,-0.0015708694,0.11335745,-0.00050718023,-0.0014942989,0.03139301,-0.0273673,0.100786954,-0.072076425,0.12824221,0.22110902,0.00012202315,-0.021760214,-0.009011958,0.048505038,0.0057533067,-0.008492208,0.32153162,0.113819085,-0.011741388,0.10586001,0.115837514,0.051461596,0.0069574723,-0.057477232,0.040220153,0.024906628,0.0301494,-0.017708762,-0.008509213,0.011417386,-0.016492575,-0.028625557,-0.01721015,-0.011327394,0.05578438,-0.06370578,-0.018045476,-0.0135276215
628301,-0.098166995,-0.19533509,0.03548128,0.00405341,-0.00025424117,0.10973318,0.0395139,0.11048652,0.003977633,0.056752447,0.0002743337,-0.03168218,0.025366625,0.0037132807,-0.024056396,0.009738859,0.002581845,0.001354218,-0.04003524,0.16553383,-0.011454471,-1.4412968e-05,-0.0005099605,0.08767916,0.13110344,0.09070375,-0.011789467,-0.073548004,-0.054470826,-0.034436084,0.0069543133,0.00972381,-0.008510566,-0.00093880994,-0.0016761486,0.0020141106,0.024964139,0.04450715,0.015602112,-0.033250924,-0.034789838,-0.1577154,0.36889783,0.07908293,0.13334459,-0.018407682,-0.00085330114,-0.0005687776,-0.051677078,0.013119868,0.061978366,-0.0018388634,-0.03816477,-0.035879273,8.0067315e-05,0.0059804833,-0.0045799986,0.06570223,0.029179597,0.094507,0.16950402,-0.011041024,-0.012306097,-0.02075461,-0.0145993335,-0.113510214,0.027371699,0.068313345,0.014409346,0.015922958,0.011466056,0.0757012,-0.0120259,0.01902759,0.0024732805,0.022445906,0.009212119,0.004734179,-0.02541389,0.029024916,-0.01820149,0.0067519774
691915,0.06177708,-0.16846411,-0.012463939,0.0022713807,-0.0007698439,0.22715011,-0.18519288,0.10839345,0.003543655,-0.0061578806,0.00026082562,-0.041042138,0.039619807,0.020107286,-0.020402169,0.013074844,0.005414811,0.0011707708,-0.018704878,0.1641657,0.013335478,-3.363231e-05,5.452933e-05,0.12786104,0.14389531,0.11383601,-0.012633983,-0.021628242,-0.036177207,0.0016992565,0.011771841,0.012435102,0.012113818,-0.0009152205,-0.0014345035,0.0020218245,0.034394775,0.050679106,0.025227288,-0.022100667,-0.038350612,-0.1135024,0.50474906,0.06297115,0.21386065,-0.015873382,-0.0011200432,-0.00030932517,-0.058488727,0.01491206,-0.15166795,0.0019569483,-0.07061986,-0.043525714,7.37692e-05,0.010334741,-0.0037964704,-0.04471376,0.025399275,-0.047380827,-0.18975402,0.084246874,-0.011768665,-0.0115714,0.012071095,-0.081497945,0.055974837,0.022876207,0.02109876,0.004463424,0.02325934,0.061997257,0.0037467943,0.011826796,-0.016442847,0.030713053,-0.038752344,0.034793455,0.0013526387,0.031738423,0.002967067,0.02177365
712214,-0.09232653,-0.25967038,-0.0037267676,0.005850136,-0.00015414068,0.07934814,0.03683367,0.07480603,0.0032193384,-0.013293618,0.00025582523,-0.022797741,0.036713377,0.010454683,-0.013717652,0.002623322,0.008009728,0.0019342194,0.27640083,0.14483343,0.09068938,-2.3643468e-05,0.007591624,-0.045095507,0.119220816,0.09908397,-0.0048355795,-0.027075164,-0.042858306,-0.0195559,-0.0018150532,0.008956113,0.088460535,-0.00093995145,-0.0018604968,0.0012828065,0.022587268,0.03535409,0.041101582,-0.009576093,0.13532794,0.713592,-0.02015809,0.09684862,-0.004077209,-0.022113081,-0.00070064253,-0.00028516504,-0.031801917,0.033626705,0.14927498,-0.0032946405,-0.022698946,-0.037286833,0.00011572504,0.012959993,-0.003565405,-0.015155662,0.030526418,0.31271604,0.21492292,0.061095543,-0.010113716,-0.02542314,-0.0017808272,0.069400735,-0.009041241,0.007812294,-0.0067099263,-0.05972633,0.034181755,0.0014784276,0.023361515,-0.006787809,0.022624888,-0.04205313,0.0008558849,-0.02056934,0.055562887,-0.040431686,-0.0041908026,-0.038076956
729592,-0.24298249,-0.14142379,-0.010444259,0.0050199726,-0.00029099244,0.1158153,0.04195516,-0.19843583,0.0031119708,-0.014166241,-0.00405035,0.052732993,0.14431784,0.022063002,0.10175906,-0.007003897,0.0017920235,0.0020860618,-0.03275527,-0.028412163,-0.00408546,-1.3441967e-05,-0.0004087125,-0.031591408,0.04741791,0.039173797,-0.031747267,0.31914976,0.07640013,0.15761772,0.0019066895,0.004901894,0.0024909808,-0.001376807,-0.002756408,-0.0015243969,0.02450298,0.06295908,0.06387052,-0.021563275,0.01733798,0.6688484,-0.005222361,0.10171666,-0.0065389294,-0.010698358,-0.0011494638,-0.0002868906,-0.04538293,0.012454369,0.08967251,9.1203605e-05,0.06901967,0.022276778,9.612185e-05,-0.020393446,-0.0061499085,0.1438582,0.08194946,-0.041514713,0.18266799,0.023840614,-0.012131518,-0.010027663,0.018217996,0.06994422,-0.021622546,-0.047194667,-0.09897184,0.0053118486,0.02144338,0.02205974,0.059676107,-0.010561197,0.008136199,-0.061769508,-0.009219579,0.0063034697,0.096479125,0.018482681,0.0058017354,-0.07410125
759143,-0.029848976,-0.15415002,-0.0024848254,0.0054011103,-0.00018906755,0.06686852,0.045608077,0.0071950075,0.0039067455,-0.021068878,0.00033807155,-0.027753394,0.021995202,0.008826093,-0.0181184,-0.0034399284,0.0036770715,0.0010358384,0.030036097,0.12793191,0.06434416,-2.3643468e-05,0.005865204,-0.070292585,0.09223166,0.08937976,-0.005599033,-0.09127717,-0.05593737,-0.053555768,-0.019892538,-0.0040274546,0.023843087,-0.0010783683,-0.0018778981,0.0015323217,0.02146101,0.039986998,0.04251426,-0.014521999,0.13191923,0.11150809,-0.042279623,0.085791394,-0.013351782,-0.02282457,-0.0006591747,-0.00035339186,-0.03075269,0.019650549,0.14821965,-0.0032150387,-0.037060995,-0.039632358,0.00011572504,0.0123118805,-0.0036559699,0.08594685,0.040133573,0.22714499,0.24360774,0.038332935,-0.008545892,-0.022139098,0.007360496,0.02299435,-0.017237991,-0.0025193784,-0.0059221033,0.0017428678,0.032320324,0.021206446,-0.008701307,-0.012552096,-0.0005487313,0.0019876957,-0.030385416,0.0007052312,0.07444393,0.030504238,-0.015416077,0.0040924023
788268,0.041377336,-0.09993833,-0.0040868283,0.0045142197,-0.00032730337,-0.05247367,0.046015438,0.0748815,0.0035577822,0.064853445,0.0003563859,-0.030969344,0.020346357,0.0018081049,-0.026882373,0.0072583635,0.0022553732,0.0017295612,-0.032838464,0.1631316,-0.0071713496,-1.4412968e-05,-0.0007971973,0.08692268,0.13226879,0.098461516,-0.010623331,-0.09602699,-0.060659394,-0.0537383,0.0074343183,0.010431531,-0.008506595,-0.0009419108,-0.0016934986,0.0017971714,0.027927717,0.048931886,0.018515859,-0.027810143,-0.03772061,-0.1641732,0.38409197,0.078808345,0.14034592,-0.019959385,-0.0010143263,-0.0005763877,-0.04681474,0.015942618,0.061804164,-0.0009700778,-0.05564476,-0.0361908,7.767769e-05,0.0066854255,-0.0043205507,0.055965815,0.033071764,0.10376891,0.12001683,-0.014373367,-0.012967803,-0.056058455,0.009953568,-0.099776186,0.019983489,0.042484805,0.016168796,-0.005922484,0.019421903,0.06776832,-0.0033114133,0.028240824,-0.0049107308,0.02390184,-0.040058654,-0.015177952,-0.013136054,0.022548059,-0.0033165324,-0.019849457
